NAME,DATE,PRCP,SNOW,State,Year,Value,STATION,LATITUDE,LONGITUDE,ELEVATION,SNWD,WESD,AWND,FMTM,PGTM,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT06,WT08,WT09,Flood,Hail,High Wind,Frost/Freeze,Strong Wind
"MUSKEGON CO AIRPORT, MI US",27/11/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,0,0,6.04,2353,2356,34,29,340,330,15,19.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",28/11/2007,0.06,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,0,0,6.04,2353,2356,34,29,340,330,15,19.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",29/11/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,0,0,6.04,2353,2356,34,29,340,330,15,19.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",30/11/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,0,0,6.04,2353,2356,34,29,340,330,15,19.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",1/12/2007,0.33,0.8,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,0,0,7.6025,88.5,71.75,44,30,247.5,167.5,18.95,22.5,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",2/12/2007,0.42,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,1,0,10.06666667,1917,1899.333333,25,5,70,63.33333333,17.36666667,21.33333333,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",3/12/2007,0.06,1.2,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,1,0,12.3,1321,1041,46,37,210,200,25.1,32,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",4/12/2007,0.02,0.2,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,1,0,8.725,1134.5,1113.5,36,31,295,290,19.55,26.95,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",5/12/2007,0.02,0.3,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,1,0,9.4,1823,1817,68,50,330,320,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",6/12/2007,0.06,1.4,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,1,0,4.788,1539.2,1695,85.5,53.5,294,320,13.44,16.1,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",7/12/2007,0.18,1.5,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,3,0,6.935,1658,1657,79,55,305,310,21.5,26.95,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",8/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,6.6,893,865,81,51,260,265,18,24.95,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",9/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,6.266,304.6,288,59,52,292,290,17.58,24,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",10/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,4.476666667,1389,1419,56,38,276.6666667,286.6666667,13.66666667,16.7,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",11/12/2007,0.61,0.5,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,3,0,8.05,1625,1617,57,44,320,320,16.1,21.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",12/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",13/12/2007,0.02,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,3,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",14/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,3,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",15/12/2007,0.11,1.7,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,3,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",16/12/2007,0.31,3.9,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,9,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",17/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,9,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",18/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,7,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",19/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,5,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",20/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,5,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",21/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",22/12/2007,0.01,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",23/12/2007,0.22,3.4,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",24/12/2007,0.04,0.6,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",25/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",26/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,1,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",27/12/2007,0.05,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,0,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",28/12/2007,0.29,4.8,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,0,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",29/12/2007,0,0.1,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",30/12/2007,0,0,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",31/12/2007,0.04,1.3,MICHIGAN,2007,"21,400",USW00014840,43.17111,-86.23685,190.3,4,0,4.7,326,118,34,23,340,350,16.1,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",1/1/2008,0.16,1.6,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,3,0,9.216,2263.2,965,19,-8,322,310,21.14,25.44,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",2/1/2008,0.01,0.2,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,4,0,8.862,633.8,722.6,29.25,10.5,80,82,20.2,24.92,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",3/1/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,3,0,11.48333333,874,945.3333333,35,16,276.6666667,283.3333333,25.7,35,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",4/1/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,2,0,10.515,828,799,50,23,210,205,23.05,30.95,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",5/1/2008,0.02,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,2,0,10.51,1348.333333,1415,70,42,146.6666667,136.6666667,23.7,28.73333333,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",6/1/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,0,0,4.77,1714.333333,1266,75,43,176.6666667,160,14.76666667,23.23333333,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",7/1/2008,0.6,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,0,0,9.843333333,1459.666667,1431.333333,81,56,223.3333333,203.3333333,35.66666667,46.93333333,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",8/1/2008,0.33,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,0,0,7.068,1786,1790.2,75,61,312,316,14.86,19.04,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",9/1/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,0,0,3.583333333,1297.333333,1244.333333,71,48,220,216.6666667,13.73333333,16.7,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",10/1/2008,0.64,3.6,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,0,0,10.29,1357,1544,58,46,350,310,25.1,32,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",11/1/2008,0.01,0.1,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,3,0,8.5,1239.5,1741,67,33,90,115,14,17.45,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",12/1/2008,0.01,0.1,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,1,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",13/1/2008,0.1,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,1,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",14/1/2008,0.1,0.9,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,1,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",15/1/2008,0.07,0.5,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,2,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",16/1/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,2,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",17/1/2008,0.12,0.9,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,2,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",18/1/2008,0.16,2.9,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,2,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",19/1/2008,0.07,2.1,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,5,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",20/1/2008,0.03,0.5,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,7,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",21/1/2008,0.11,2.5,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,6,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",22/1/2008,0.69,6.6,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,13,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",23/1/2008,0.19,3.8,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,12,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",24/1/2008,0.05,1.1,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,14,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",25/1/2008,0.01,0.3,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,15,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",26/1/2008,0.2,3.3,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,15,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",27/1/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,16,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",28/1/2008,0.09,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,14,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",29/1/2008,0.3,1,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,6,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",30/1/2008,0.34,3.9,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,4,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",31/1/2008,0.15,2.4,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,4,0,15.254,1975.8,1974,37,23.66666667,254,250,30.3,39.74,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",1/2/2008,0.12,1.9,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,6,0,9.84,2297.2,934.6,35,15,282,270,25.18,30.96,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",2/2/2008,0.02,0.1,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,7,0,6.71,1121,1121,32,25,160,170,17,21,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",3/2/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,7,0,15.14,1571,1576.666667,31,8,190,190,31.1,44.7,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",4/2/2008,0.4,1.6,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,7,0,5.82,1704.8,1703.8,45.25,30,152,156,17,23.8,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",5/2/2008,0.04,0.2,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,3,0,10.88333333,1628.333333,1635.666667,48,27,210,203.3333333,28.03333333,35.63333333,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",6/2/2008,0.99,8.8,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,2,0,4.47,2341,2344,74,48,10,360,16.1,17.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",7/2/2008,0.05,0.5,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,10,0,8.89,975.75,1331,80,49,80,317.5,23,39.8,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",8/2/2008,0.11,0.9,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,10,0,5.666666667,1910.666667,1911.666667,77.5,61.5,186.6666667,200,16.1,18.93333333,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",9/2/2008,0.2,1.8,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,10,0,5.468571429,1697.714286,1714,89,54,128.5714286,132.8571429,14.95714286,19.1,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",10/2/2008,0.2,3.1,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,11,0,6.102857143,1523.142857,1420.714286,56.5,40.5,280,280,15.8,21.22857143,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",11/2/2008,0.09,1.3,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,12,0,11.855,744.5,1244,55,31,165,190,19.9,26.5,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",12/2/2008,0.22,2.6,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,13,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",13/2/2008,0.01,0.2,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,15,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",14/2/2008,0.23,2.2,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,15,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",15/2/2008,0.02,0.5,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,16,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",16/2/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,16,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",17/2/2008,0.85,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,15,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",18/2/2008,0.36,5.6,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,11,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",19/2/2008,0.2,3.8,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,16,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",20/2/2008,0.08,1.4,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,19,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",21/2/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,17,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",22/2/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,17,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",23/2/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,15,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",24/2/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,14,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",25/2/2008,0.01,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,12,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",26/2/2008,0.08,0.9,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,13,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",27/2/2008,0.08,1.1,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,13,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",28/2/2008,0.02,0.2,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,14,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",29/2/2008,0.26,3,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,15,0,15.13333333,1576.333333,1574.333333,35,28,213.3333333,213.3333333,31.76666667,40.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",1/3/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,15,0,15.58333333,1481.666667,1437.333333,15,-10,216.6666667,216.6666667,32.43333333,41.56666667,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",2/3/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,15,0,7.795714286,1953.857143,1922.857143,24,-8,120,115.7142857,20.47142857,24.7,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",3/3/2008,0.42,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,11,0,13.2,21,38,53,27,190,190,31.1,44.1,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",4/3/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,5,0,6.19,1832.666667,1797,36,17,36.66666667,53.33333333,16.33333333,25.3,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",5/3/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,5,0,11.63,623,645,58,38,190,190,25.9,34.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",6/3/2008,0.03,0.4,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,5,0,9.89,1181,961,68.5,46.5,76,68,20.74,26.6,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",7/3/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,5,0,5.902,1199.8,1373.666667,80,52,174,323.3333333,13.8,27.43333333,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",8/3/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,4,0,5.192,1369.6,1369,87,56.66666667,134,138,19.58,23.96,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",9/3/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,4,0,8.28,2300,2338,76,63,20,30,16.1,21.9,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",10/3/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,3,0,3.8,1526,1523,54,35,280,280,13,15,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",11/3/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,2,0,11.405,637.5,80.5,37,22,200,200,20.9,29.55,1,1,1,1,1,1,0,0,0,0,0
"MUSKEGON CO AIRPORT, MI US",12/3/2008,0,0,MICHIGAN,2008,"15,900",USW00014840,43.17111,-86.23685,190.3,0,0,14.54,15,15,40,30,220,220,33.1,40.9,1,1,1,1,1,1,0,0,0,0,0
